C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_27_853.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_27_853.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_27_853.jpg,0,0,0,9.418407E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_27_921.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_27_921.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_27_921.jpg,0,0,0,2.154592E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_27_991.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_27_991.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_27_991.jpg,0,0,0,1.507253E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_063.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_063.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_063.jpg,0,0,0,5.88955E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_132.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_132.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_132.jpg,0,0,0,1.879312E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_203.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_203.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_203.jpg,0,0,0,1.567105E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_273.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_273.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_273.jpg,0,0,0,2.265326E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_343.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_343.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_343.jpg,0,0,0,9.054013E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_412.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_412.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_412.jpg,0,0,0,8.515847E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_484.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_484.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_484.jpg,0,0,0,2.082379E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_552.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_552.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_552.jpg,0,0,0,5.991202E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_624.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_624.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_624.jpg,0,0,0,3.046793E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_694.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_694.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_694.jpg,0,0,0,4.919584E-07
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_764.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_764.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_764.jpg,0,0,0,5.89368E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_834.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_834.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_834.jpg,0,0,0,1.200603E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_905.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_905.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_905.jpg,0,0,0,1.244115E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_28_974.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_28_974.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_28_974.jpg,0,0,0,2.351386E-05
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_045.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_045.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_045.jpg,0,0,0,5.700741E-06
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_115.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_115.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_115.jpg,0,0,0,9.365741E-07
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_186.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_186.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_186.jpg,0,0.1398621,0,0.07943026
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_255.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_255.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_255.jpg,0,0.3510729,0,0.3236103
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_327.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_327.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_327.jpg,0,0.563577,0,0.612567
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_397.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_397.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_397.jpg,0,0.5669094,0,1.148472
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_467.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_467.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_467.jpg,0,0.3840445,0,1.494404
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_538.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_538.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_538.jpg,0,0.1419874,0,1.682439
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_608.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_608.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_608.jpg,0,0.3188527,0,1.842862
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_679.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_679.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_679.jpg,0,0.5645758,0,2.325098
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_749.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_749.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_749.jpg,0,0.6021499,0,2.78056
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_822.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_822.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_822.jpg,0,0.3535831,0,3.199774
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_890.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_890.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_890.jpg,0,0.1774735,0,3.355012
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_29_962.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_29_962.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_29_962.jpg,-0.2,0,0,3.366489
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_30_033.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_30_033.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_30_033.jpg,-0.35,0,0,3.337131
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_30_105.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_30_105.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_30_105.jpg,-0.5500001,0,0,3.29219
C:\Users\CTTC\Desktop\images\IMG\center_2019_12_30_10_09_30_174.jpg,C:\Users\CTTC\Desktop\images\IMG\left_2019_12_30_10_09_30_174.jpg,C:\Users\CTTC\Desktop\images\IMG\right_2019_12_30_10_09_30_174.jpg,-0.7,0,0,3.253718
